ClaimID,AccidentDate,ReportDate,TransactionDate,TransactionAmount
CLM-10291,2021-10-21,2022-01-05,2022-07-01,-12721.11
CLM-10319,2024-05-14,2024-05-31,2024-12-11,16483.68
CLM-10665,2020-10-22,2020-12-05,2021-07-26,68441.18
CLM-10739,2022-04-28,2022-06-04,2022-07-28,2484.89
CLM-10313,2024-08-29,2024-10-06,2024-11-02,31831.79
CLM-10295,2020-09-24,2020-10-28,2021-03-24,14075.97
CLM-10342,2022-09-06,2022-11-15,2023-01-17,43301.3
CLM-10222,2024-01-06,2024-04-01,2024-11-19,57772.62
CLM-10576,2022-12-16,2023-02-17,2023-05-26,-17766.05
CLM-10538,2021-12-30,2022-03-26,2022-06-02,55039.89
CLM-10346,2022-10-15,,2023-03-06,19217.16
CLM-10371,2020-05-14,2020-06-27,2022-01-22,69436.37
CLM-10349,2022-02-13,2022-03-11,2023-05-20,39792.9
CLM-10466,2021-04-19,2021-05-20,2022-08-16,58454.47
CLM-10011,2020-03-23,2020-04-06,2021-11-03,15894.17
CLM-10454,2020-01-13,2020-02-05,2020-03-22,9020.18
CLM-10639,2021-05-03,2021-07-09,2021-12-04,49004.23
CLM-10258,2022-09-21,2022-12-07,2023-06-03,84838.67
CLM-10714,2023-03-03,2023-03-04,2024-05-06,15058.91
CLM-10670,2022-07-16,2022-09-27,2023-04-06,73148.45
CLM-10640,2023-11-08,2023-11-09,2024-03-21,40666.62
CLM-10352,2021-03-05,2021-04-15,2021-10-15,22701.44
CLM-10229,2022-11-22,2023-01-23,2023-05-07,31281.45
CLM-10735,2024-09-02,2024-10-21,2025-02-07,56641.67
CLM-10174,2021-12-04,2022-01-29,2022-04-16,74441.59
CLM-10491,2023-01-22,2023-03-22,2023-09-19,70780.75
CLM-10143,2023-08-12,2023-09-15,2023-11-03,18621.63
CLM-10738,2020-12-21,2021-02-27,2022-04-28,22043.11
CLM-10325,2023-06-18,2023-08-06,2024-09-16,22437.79
CLM-10441,2023-09-25,2023-11-14,2023-12-22,55709.2
CLM-10739,2022-04-28,2022-06-04,2022-11-08,33851.38
CLM-10768,2023-04-21,2023-06-26,2023-08-19,82008.26
CLM-10330,2021-09-09,2021-10-11,2022-10-08,24218.56
CLM-10216,2020-12-26,2021-01-26,2021-06-17,73052.18
CLM-10218,2024-07-29,2024-09-23,2025-05-23,-13229.89
CLM-10084,2022-06-24,2022-08-20,2023-05-12,13598.15
CLM-10230,2020-09-27,2020-11-09,2022-02-10,69398.84
CLM-10127,2023-07-03,2023-07-11,2024-11-09,18407.3
CLM-10443,2021-04-06,2021-05-18,2021-07-23,79758.47
CLM-10582,2020-04-30,2020-06-20,2020-11-21,38276.94
CLM-10456,2021-11-29,2021-12-08,2022-08-12,-8146.1
CLM-10500,2024-02-18,2024-04-24,2024-09-10,58970.95
CLM-10726,2021-09-17,2021-11-10,2022-11-23,19608.59
CLM-10778,2020-09-16,2020-09-22,2020-12-25,14008.58
CLM-10763,2022-04-17,2022-06-26,2022-08-08,-6276.12
CLM-10527,2020-04-29,2020-06-28,2021-06-06,45108.49
CLM-10418,2021-10-26,2021-11-30,2023-03-02,39260.35
CLM-10589,2020-01-24,2020-04-20,2021-03-25,77293.77
CLM-10545,2022-06-02,2022-07-17,2023-08-18,61416.27
CLM-10510,2022-12-19,2023-01-26,2023-05-16,11739.02
CLM-10483,2021-02-16,2021-03-07,2021-05-02,8323.21
CLM-10491,2023-01-22,2023-03-22,2023-12-28,12523.87
CLM-10542,2024-06-15,2024-07-16,2025-03-23,38975.7
CLM-10353,2020-04-10,2020-07-04,2021-09-08,41260.93
CLM-10294,2024-04-12,2024-04-17,2024-09-30,11606.0
CLM-10459,2020-01-06,2020-03-05,2020-09-16,-14578.09
CLM-10312,2021-07-01,2021-08-18,2022-01-10,68192.07
CLM-10717,2021-07-25,2021-10-05,2021-06-12,74512.17
CLM-10520,2023-01-27,2023-04-12,2023-11-03,25672.12
CLM-10465,2021-08-14,2021-11-02,2023-04-19,20624.38
CLM-10043,2022-09-09,2022-10-08,2023-05-25,30049.21
CLM-10405,2021-01-28,2021-03-04,2022-10-01,39926.77
CLM-10136,2024-05-01,2024-06-03,2024-12-17,-19154.42
CLM-10676,2023-11-26,2024-01-31,2024-07-04,4346.6
CLM-10132,2020-11-29,2021-02-21,2021-08-18,22120.14
CLM-10254,2023-06-06,2023-06-14,2024-06-07,23998.32
CLM-10465,2021-08-14,2021-11-02,2022-02-27,7462.41
CLM-10011,2020-03-23,2020-04-06,2022-02-13,42583.72
CLM-10038,2023-10-06,2023-11-04,2024-05-04,20640.38
CLM-10501,2021-01-09,2021-03-29,2021-07-19,9319.5
CLM-10789,2024-06-14,2024-09-05,2025-05-30,28787.8
CLM-10138,2023-02-27,2023-05-07,2023-08-16,50031.87
CLM-10237,2024-04-20,2024-05-30,2024-12-25,-24144.43
CLM-10731,2020-04-05,2020-05-31,2020-09-27,46676.28
CLM-10515,2023-11-02,2023-12-02,2024-04-24,48896.3
CLM-10380,2021-11-25,2022-02-02,2022-10-17,45589.79
CLM-10233,2020-07-08,2020-08-20,2021-09-12,7764.8
CLM-10202,2022-04-25,2022-06-03,2023-01-23,79396.37
CLM-10550,2024-03-14,2024-04-23,2024-06-25,-24055.78
CLM-10099,2022-04-18,2022-07-05,2023-07-16,72372.06
CLM-10633,2023-03-25,2023-03-27,2023-09-26,65057.27
CLM-10462,2020-07-23,2020-08-15,2021-06-04,2772.47
CLM-10581,2022-03-07,2022-05-26,2022-06-29,50094.69
CLM-10033,2024-07-15,2024-09-22,2025-02-13,74504.85
CLM-10594,2024-08-04,2024-09-12,2024-12-26,39720.55
CLM-10774,2021-09-02,2021-10-07,2022-10-06,48347.78
CLM-10640,2023-11-08,2023-11-09,2024-01-14,55233.59
CLM-10707,2020-02-20,2020-04-20,2021-03-17,77725.06
CLM-10332,2023-04-25,2023-06-10,2023-07-31,-8572.46
CLM-10009,2022-02-22,2022-03-08,2022-07-13,-15716.94
CLM-10036,2023-12-30,,2024-12-08,33498.9
CLM-10472,2023-03-07,2023-05-19,2023-12-05,61179.66
CLM-10403,2024-07-09,2024-07-23,2024-11-11,44550.35
CLM-10116,2023-04-19,2023-07-04,2023-12-26,84531.14
CLM-10694,2020-10-10,2020-10-13,2021-09-15,19665.76
CLM-10195,2024-03-07,2024-03-18,2024-08-27,26056.91
CLM-10095,2020-09-01,2020-11-10,2021-01-27,-12469.08
CLM-10285,2020-12-02,2021-02-21,2022-06-07,49112.72
CLM-10589,2020-01-24,2020-04-20,2021-09-24,57373.57
CLM-10446,2024-11-02,2024-11-04,2025-01-20,67318.56
CLM-10682,2022-11-29,2023-01-04,2024-07-20,75435.96
CLM-10185,2023-05-04,2023-05-09,2023-10-12,33091.56
CLM-10140,2021-08-19,2021-09-23,2022-08-06,78210.9
CLM-10544,2024-07-25,2024-09-14,2024-12-11,8348.26
CLM-10741,2020-03-12,2020-05-26,2020-07-27,36011.44
CLM-10120,2024-05-22,2024-05-31,2025-04-01,28878.03
CLM-10617,2020-07-28,2020-08-07,2021-03-29,78824.74
CLM-10329,2024-02-15,2024-05-12,2024-10-25,46093.69
CLM-10409,2021-12-02,2022-02-15,2022-03-03,7250.33
CLM-10024,2020-07-20,2020-10-03,2021-07-14,7906.67
CLM-10517,2020-05-02,2020-06-19,2021-08-02,52158.25
CLM-10491,2023-01-22,2023-03-22,2024-01-15,63379.05
CLM-10218,2024-07-29,2024-09-23,2024-12-24,66113.34
CLM-10680,2022-12-29,2023-01-30,2024-09-21,36964.56
CLM-10546,2020-09-10,2020-12-03,2021-04-21,4248.8
CLM-10349,2022-02-13,2022-03-11,2023-02-09,3674.98
CLM-10793,2024-04-10,2024-06-19,2024-12-18,62753.59
CLM-10098,2023-05-17,2023-07-25,2024-01-30,81135.11
CLM-10579,2020-07-05,2020-08-15,2021-06-29,76052.63
CLM-10695,2023-05-05,2023-08-01,2024-08-04,-14063.7
CLM-10041,2023-01-01,2023-02-09,2023-11-03,77986.63
CLM-10230,2020-09-27,2020-11-09,2021-08-30,82106.31
CLM-10046,2020-05-07,2020-07-18,2021-05-13,-8300.73
CLM-10335,2021-01-30,2021-03-14,2022-10-02,13187.83
CLM-10410,2023-09-28,2023-12-10,2024-09-03,39018.68
CLM-10173,2021-10-05,2021-12-04,2022-04-07,42386.54
CLM-10392,2022-01-10,2022-03-09,2022-10-30,18925.96
CLM-10331,2020-01-09,2020-01-20,2021-11-06,65456.17
CLM-10279,2023-10-19,2023-12-06,2024-07-21,38789.47
CLM-10196,2022-01-05,2022-02-18,2022-03-10,-12607.94
CLM-10539,2020-08-28,2020-11-18,2021-10-02,46496.62
CLM-10099,2022-04-18,2022-07-05,2022-09-22,26426.95
CLM-10517,2020-05-02,2020-06-19,2020-12-07,58677.49
CLM-10221,2022-02-14,2022-04-25,2023-03-04,37724.93
CLM-10285,2020-12-02,2021-02-21,2022-02-01,41450.45
CLM-10180,2022-02-23,2022-04-26,2023-09-17,33338.85
CLM-10786,2023-02-07,2023-04-13,2023-10-21,4539.88
CLM-10086,2023-08-01,2023-10-18,2024-04-27,31176.23
CLM-10439,2020-03-02,2020-04-26,2020-07-09,70509.26
CLM-10491,2023-01-22,2023-03-22,2023-07-01,81424.18
CLM-10106,2021-12-04,2022-01-01,2022-10-29,48398.55
CLM-10431,2024-09-08,2024-11-18,2025-03-16,44204.25
CLM-10679,2020-09-05,2020-09-24,2020-12-23,38910.68
CLM-10482,2024-02-01,2024-02-23,2024-07-12,17367.43
CLM-10668,2020-02-09,2020-02-23,2020-06-06,3686.42
CLM-10460,2024-08-22,2024-11-01,2025-05-16,-2380.09
CLM-10260,2021-03-10,2021-05-26,2021-06-22,36953.43
CLM-10391,2024-09-06,2024-09-10,2024-10-28,-16753.06
CLM-10535,2024-04-14,2024-06-12,2025-01-25,7472.88
CLM-10013,2022-08-29,2022-11-06,2023-05-13,23660.08
CLM-10176,2023-10-06,2023-11-14,2023-12-15,13314.9
CLM-10401,2022-06-07,2022-08-10,2023-08-31,72139.74
CLM-10252,2022-08-02,2022-10-01,2024-06-23,8476.14
CLM-10335,2021-01-30,2021-03-14,2021-09-19,42298.65
CLM-10125,2021-02-23,2021-02-24,2021-09-09,48746.0
CLM-10560,2022-09-25,2022-10-20,2024-02-29,60188.42
CLM-10428,2020-07-25,2020-08-15,2021-02-02,12551.65
CLM-10654,2021-12-04,2022-01-31,2023-12-11,51305.77
CLM-10343,2022-03-08,2022-05-10,2024-02-07,40875.64
CLM-10654,2021-12-04,2022-01-31,2022-08-01,65723.22
CLM-10159,2023-04-05,2023-04-25,2023-07-25,40506.48
CLM-10784,2022-11-25,2022-12-09,2024-03-31,4719.78
CLM-10699,2024-06-30,2024-07-08,2024-11-30,83508.95
CLM-10239,2023-09-22,2023-11-08,2025-03-17,68189.61
CLM-10401,2022-06-07,2022-08-10,2023-02-13,48076.82
CLM-10346,2022-10-15,,2024-05-30,75456.33
CLM-10778,2020-09-16,2020-09-22,2020-11-28,52544.45
CLM-10754,2023-12-13,,2024-09-19,-8428.9
CLM-10296,2021-12-26,2022-02-17,2023-06-08,72448.02
CLM-10130,2020-12-06,2021-02-18,2021-06-21,58506.6
CLM-10798,2024-02-19,2024-03-17,2024-09-11,24488.82
CLM-10086,2023-08-01,2023-10-18,2025-02-07,14405.77
CLM-10673,2021-02-09,2021-04-06,2021-07-20,39945.95
CLM-10256,2024-04-04,2024-07-02,2024-11-20,53365.3
CLM-10097,2021-04-13,2021-06-26,2022-09-06,14547.63
CLM-10145,2020-01-21,2020-03-11,2021-01-24,49678.97
CLM-10534,2021-04-08,2021-04-10,2021-12-26,7461.32
CLM-10105,2024-03-28,2024-05-31,2024-11-01,-22265.14
CLM-10025,2023-04-02,2023-06-03,2024-08-22,73288.41
CLM-10389,2023-04-04,2023-06-27,2023-07-22,26129.45
CLM-10364,2024-06-19,2024-07-06,2025-04-01,51649.84
CLM-10438,2021-10-20,2021-11-28,2022-02-26,59452.56
CLM-10006,2024-06-27,2024-08-13,2025-03-27,52826.69
CLM-10680,2022-12-29,2023-01-30,2024-03-25,78251.57
CLM-10138,2023-02-27,2023-05-07,2024-02-22,11885.86
CLM-10253,2021-09-30,2021-11-04,2022-07-16,23779.32
CLM-10650,2021-06-25,2021-07-31,2021-11-21,77145.88
CLM-10338,2021-07-24,2021-08-15,2022-11-13,49919.85
CLM-10710,2021-03-15,2021-05-31,2021-12-25,22947.92
CLM-10422,2023-11-02,2023-12-15,2023-09-16,57048.85
CLM-10451,2022-11-29,2023-01-10,2023-10-04,9306.64
CLM-10381,2023-11-09,2023-11-27,2023-10-14,60403.15
CLM-10268,2023-11-02,2023-12-19,2024-04-25,-13863.76
CLM-10664,2022-09-26,2022-10-13,2023-05-13,-427535.57
CLM-10629,2021-09-22,2021-09-24,2022-06-15,43659.8
CLM-10401,2022-06-07,2022-08-10,2023-03-02,41077.07
CLM-10252,2022-08-02,2022-10-01,2023-03-18,3441.76
CLM-10351,2020-01-23,2020-01-25,2020-04-09,77285.85
CLM-10282,2022-10-12,2022-11-30,2023-07-03,32954.57
CLM-10384,2022-07-02,2022-08-08,2023-07-16,33146.05
CLM-10012,2020-04-11,2020-05-02,2020-06-18,14441.91
CLM-10570,2021-09-30,2021-12-06,2022-06-30,25449.05
CLM-10316,2020-03-24,2020-04-19,2020-05-26,-16541.67
CLM-10021,2021-03-18,2021-05-16,2021-11-19,13770.78
CLM-10658,2022-08-26,2022-10-20,2023-03-09,57436.29
CLM-10398,2022-12-11,2023-02-27,2023-07-15,7417.03
CLM-10076,2023-01-08,2023-03-22,2023-05-09,52503.84
CLM-10276,2022-06-03,2022-08-28,2023-09-22,42497.83
CLM-10244,2022-04-04,2022-06-13,2023-03-15,-4151.57
CLM-10051,2021-10-02,2021-12-29,2022-04-12,33395.59
CLM-10669,2021-12-27,2022-01-28,2022-05-25,64739.39
CLM-10305,2023-10-04,2023-11-16,2024-07-11,38869.18
CLM-10569,2021-02-06,2021-03-08,2021-07-19,7719.37
CLM-10459,2020-01-06,2020-03-05,2021-06-01,16730.12
CLM-10143,2023-08-12,2023-09-15,2024-09-04,23125.23
CLM-10296,2021-12-26,2022-02-17,2023-10-03,-7192.33
CLM-10717,2021-07-25,2021-10-05,2021-11-23,12002.39
CLM-10270,2023-06-06,2023-08-19,2023-09-15,33853.68
CLM-10072,2021-07-24,2021-09-24,2022-12-20,9028.81
CLM-10123,2022-08-08,2022-10-14,2023-11-14,69031.66
CLM-10751,2024-03-24,2024-05-25,2025-02-21,76130.37
CLM-10188,2020-04-03,2020-05-28,2020-12-06,67518.76
CLM-10641,2020-01-14,2020-04-05,2020-07-24,37276.63
CLM-10394,2024-09-23,2024-11-29,2025-05-12,45946.57
CLM-10366,2023-03-21,2023-03-23,2024-03-01,-1423.77
CLM-10791,2022-01-19,2022-01-23,2022-05-25,58104.09
CLM-10078,2023-04-06,2023-05-26,2024-07-16,79814.76
CLM-10608,2020-06-26,2020-08-20,2021-02-01,-6470.71
CLM-10257,2023-04-29,2023-07-26,2023-12-10,6694.96
CLM-10779,2023-07-09,2023-09-12,2024-10-06,32078.0
CLM-10538,2021-12-30,2022-03-26,2022-11-14,82610.78
CLM-10164,2023-05-27,2023-06-08,2024-10-24,-16447.46
CLM-10665,2020-10-22,2020-12-05,2021-09-14,25986.39
CLM-10715,2022-01-13,,2022-07-28,68267.61
CLM-10312,2021-07-01,2021-08-18,2023-04-05,70667.1
CLM-10632,2020-11-27,2021-02-19,2022-01-06,-2097.14
CLM-10461,2023-06-03,2023-06-28,2023-08-27,8371.05
CLM-10535,2024-04-14,2024-06-12,2025-05-31,3095.71
CLM-10704,2022-10-31,2022-12-12,2023-06-25,53129.94
CLM-10697,2023-11-11,2024-01-28,2024-04-26,27554.85
CLM-10021,2021-03-18,2021-05-16,2022-11-17,61205.72
CLM-10254,2023-06-06,2023-06-14,2023-07-02,68331.84
CLM-10312,2021-07-01,2021-08-18,2023-03-03,47340.08
CLM-10725,2024-11-02,2025-01-16,2025-03-24,81166.68
CLM-10078,2023-04-06,2023-05-26,2023-07-18,68844.4
CLM-10649,2023-01-26,2023-02-26,2023-06-01,35266.31
CLM-10751,2024-03-24,2024-05-25,2024-10-05,-16579.45
CLM-10766,2021-10-20,2021-11-29,2022-03-22,36763.06
CLM-10476,2023-05-24,2023-07-26,2025-02-10,39248.78
CLM-10113,2020-02-04,2020-04-04,2020-07-19,17599.87
CLM-10722,2021-08-07,2021-09-22,2021-11-15,13435.5
CLM-10754,2023-12-13,,2024-04-08,10460.86
CLM-10760,2024-07-12,2024-09-21,2025-01-26,63400.34
CLM-10298,2022-05-26,2022-07-29,2023-04-26,-15801.26
CLM-10353,2020-04-10,2020-07-04,2020-11-09,9500.64
CLM-10452,2024-01-17,2024-03-27,2024-09-27,22884.21
CLM-10538,2021-12-30,2022-03-26,2022-08-09,69178.02
CLM-10356,2020-02-16,2020-03-08,2020-05-07,82142.19
CLM-10463,2022-07-08,2022-08-18,2023-05-04,46668.14
CLM-10497,2022-07-16,2022-07-23,2023-02-04,80399.28
CLM-10366,2023-03-21,2023-03-23,2024-09-06,45036.85
CLM-10557,2020-10-10,2020-12-13,2021-04-19,50575.89
CLM-10396,2024-11-11,2024-11-28,2025-01-07,11153.64
CLM-10758,2021-01-31,2021-03-23,2021-12-29,42562.95
CLM-10247,2023-06-10,2023-09-03,2023-12-05,33787.19
CLM-10327,2024-05-12,,2024-08-23,10194.45
CLM-10177,2020-02-03,2020-03-24,2020-06-21,10217.25
CLM-10016,2024-12-01,,2025-03-29,-10401.39
CLM-10179,2022-05-13,2022-07-28,2023-04-14,22955.11
CLM-10116,2023-04-19,2023-07-04,2024-03-04,34361.42
CLM-10096,2022-01-02,2022-01-10,2022-03-27,4954.34
CLM-10678,2022-12-22,2023-03-11,2023-10-06,80263.01
CLM-10205,2020-05-07,2020-05-31,2020-11-07,67669.76
CLM-10260,2021-03-10,2021-05-26,2022-05-30,7906.15
CLM-10321,2020-08-16,2020-11-09,2021-07-01,2538.7
CLM-10669,2021-12-27,2022-01-28,2022-10-01,73456.92
CLM-10713,2021-07-28,2021-07-30,2022-02-14,66657.94
CLM-10708,2021-11-16,2021-12-23,2023-06-18,82838.76
CLM-10576,2022-12-16,2023-02-17,2023-09-27,53712.38
CLM-10231,2021-01-02,2021-02-19,2022-04-28,53237.84
CLM-10150,2021-06-20,2021-06-25,2021-07-30,55523.71
CLM-10415,2021-08-30,2021-11-09,2022-07-10,45156.88
CLM-10199,2021-11-26,,2022-10-23,81351.57
CLM-10311,2020-12-29,2021-01-17,2021-07-05,76510.99
CLM-10336,2023-07-13,2023-07-30,2023-10-17,-9024.29
CLM-10509,2021-08-11,2021-08-28,2022-03-19,51067.95
CLM-10005,2021-06-15,2021-07-16,2022-05-29,-12118.69
CLM-10319,2024-05-14,2024-05-31,2025-01-20,75788.03
CLM-10202,2022-04-25,2022-06-03,2023-12-15,54374.59
CLM-10056,2020-11-30,2021-01-08,2021-04-02,-11407.35
CLM-10588,2020-06-01,2020-08-05,2021-04-27,45488.93
CLM-10039,2024-08-19,2024-10-04,2025-05-17,69024.94
CLM-10518,2024-07-01,2024-08-11,2024-09-06,61835.29
CLM-10378,2023-10-04,2023-10-29,2024-04-27,23499.45
CLM-10193,2023-03-03,2023-05-29,2024-09-02,-17922.0
CLM-10284,2023-06-03,2023-06-13,2024-05-18,53351.6
CLM-10363,2020-02-29,2020-04-05,2020-08-09,-6883.01
CLM-10692,2021-08-14,2021-11-11,2021-07-01,-3446.21
CLM-10297,2024-01-11,2024-02-17,2025-01-01,32731.79
CLM-10515,2023-11-02,2023-12-02,2024-07-12,37014.67
CLM-10084,2022-06-24,2022-08-20,2024-02-09,20563.07
CLM-10532,2023-12-24,2024-02-25,2024-12-29,60478.67
CLM-10388,2022-03-12,2022-03-21,2023-02-18,44440.69
CLM-10451,2022-11-29,2023-01-10,2024-06-23,-19088.0
CLM-10509,2021-08-11,2021-08-28,2022-06-24,79238.58
CLM-10283,2022-06-16,,2023-03-17,66266.62
CLM-10644,2023-02-01,2023-02-17,2024-03-31,20118.41
CLM-10586,2024-12-12,2025-03-09,2025-04-26,31452.91
CLM-10569,2021-02-06,2021-03-08,2021-12-26,4246.4
CLM-10048,2024-06-03,2024-07-20,2024-12-09,3154.64
CLM-10001,2020-07-08,2020-09-11,2021-03-22,2128.85
CLM-10585,2024-06-01,2024-08-16,2025-05-25,23718.26
CLM-10101,2020-08-29,2020-10-25,2021-03-22,31385.58
CLM-10112,2022-08-24,2022-10-23,2023-04-18,-4202.21
CLM-10778,2020-09-16,2020-09-22,2021-06-07,38927.75
CLM-10255,2020-09-29,2020-10-29,2021-10-12,67074.82
CLM-10752,2021-01-26,2021-03-05,2021-11-29,38238.18
CLM-10425,2024-12-26,2024-12-28,2025-03-12,78833.3
CLM-10694,2020-10-10,2020-10-13,2021-04-23,58534.95
CLM-10312,2021-07-01,2021-08-18,2022-03-31,-8616.51
CLM-10303,2021-03-20,2021-04-27,2021-09-20,38502.64
CLM-10137,2023-01-10,2023-02-11,2025-01-18,80827.5
CLM-10513,2020-05-28,2020-05-29,2021-03-13,-12320.61
CLM-10333,2020-08-21,2020-10-11,2021-06-08,19745.98
CLM-10078,2023-04-06,2023-05-26,2024-04-19,-15359.77
CLM-10273,2023-04-03,2023-06-24,2023-09-12,23145.84
CLM-10468,2023-04-09,2023-05-27,2024-02-29,57114.71
CLM-10622,2023-03-12,2023-03-27,2023-07-20,71519.1
CLM-10213,2023-06-19,2023-07-13,2024-11-26,42990.99
CLM-10685,2020-03-16,2020-03-17,2020-12-15,37894.41
CLM-10720,2023-01-28,2023-03-11,2023-11-13,61236.43
CLM-10432,2022-01-11,,2022-04-16,26991.95
CLM-10406,2020-04-05,,2020-07-04,12861.46
CLM-10588,2020-06-01,2020-08-05,2020-10-12,-24209.57
CLM-10411,2020-05-25,,2020-10-10,42986.35
CLM-10057,2020-05-31,2020-06-23,2021-09-23,7249.71
CLM-10045,2021-10-18,2021-11-28,2022-01-26,-11134.14
CLM-10510,2022-12-19,2023-01-26,2024-03-30,54149.34
CLM-10262,2022-10-24,2022-12-02,2023-07-08,40783.92
CLM-10077,2021-08-28,2021-09-04,2022-02-17,41287.94
CLM-10354,2022-12-21,2022-12-23,2023-06-06,60454.15
CLM-10600,2022-03-31,2022-06-22,2022-12-29,68840.67
CLM-10356,2020-02-16,2020-03-08,2020-04-11,58732.13
CLM-10072,2021-07-24,2021-09-24,2022-09-16,80657.48
CLM-10164,2023-05-27,2023-06-08,2024-06-06,73926.75
CLM-10371,2020-05-14,2020-06-27,2020-11-04,12840.8
CLM-10252,2022-08-02,2022-10-01,2024-05-02,79398.69
CLM-10060,2023-02-13,2023-03-14,2023-07-30,33072.54
CLM-10133,2023-07-29,2023-10-10,2024-09-15,68280.58
CLM-10568,2023-03-22,2023-04-04,2024-02-22,69770.53
CLM-10653,2024-04-05,2024-07-01,2024-03-10,35091.63
CLM-10730,2020-03-13,2020-03-31,2020-10-25,43031.59
CLM-10403,2024-07-09,2024-07-23,2025-05-07,19365.85
CLM-10330,2021-09-09,2021-10-11,2021-11-19,56153.59
CLM-10014,2022-04-23,2022-06-30,2022-12-17,28076.45
CLM-10500,2024-02-18,2024-04-24,2024-07-20,6858.85
CLM-10301,2023-08-02,2023-09-16,2025-03-29,39031.97
CLM-10022,2022-03-04,2022-05-25,2022-07-05,83598.72
CLM-10027,2021-06-20,2021-08-27,2021-09-24,13408.81
CLM-10644,2023-02-01,2023-02-17,2023-09-02,26055.34
CLM-10494,2024-07-25,2024-10-05,2025-02-10,34145.08
CLM-10298,2022-05-26,2022-07-29,2022-12-23,14410.42
CLM-10508,2022-06-05,2022-08-05,2023-03-03,48898.81
CLM-10148,2022-03-26,,2023-07-25,47529.38
CLM-10087,2024-09-13,2024-09-29,2025-03-05,56239.69
CLM-10414,2022-10-31,2022-12-06,2023-04-22,19194.5
CLM-10531,2023-11-14,2023-11-26,2024-05-07,67743.31
CLM-10707,2020-02-20,2020-04-20,2020-11-28,-1461.56
CLM-10225,2022-12-14,2023-02-01,2024-07-18,9657.83
CLM-10041,2023-01-01,2023-02-09,2023-10-15,35400.46
CLM-10188,2020-04-03,2020-05-28,2021-02-05,11660.2
CLM-10290,2024-01-22,2024-02-13,2024-09-24,42814.11
CLM-10331,2020-01-09,2020-01-20,2022-03-10,35568.37
CLM-10453,2022-02-14,2022-03-16,2022-11-08,-4883.49
CLM-10331,2020-01-09,2020-01-20,2021-04-27,-18589.09
CLM-10241,2021-01-14,2021-04-13,2021-08-05,23397.68
CLM-10209,2024-01-20,2024-01-26,2025-02-17,-6908.01
CLM-10579,2020-07-05,2020-08-15,2021-05-04,11096.24
CLM-10463,2022-07-08,2022-08-18,2022-10-27,-10435.37
CLM-10048,2024-06-03,2024-07-20,2025-04-26,42567.22
CLM-10077,2021-08-28,2021-09-04,2022-03-27,64547.02
CLM-10619,2022-07-06,2022-07-10,2023-01-08,51150.95
CLM-10081,2022-03-12,2022-03-30,2022-12-19,66288.02
CLM-10254,2023-06-06,2023-06-14,2024-01-14,-20640.44
CLM-10201,2024-11-01,2025-01-21,2025-04-22,-5017.06
CLM-10267,2020-04-20,2020-04-21,2020-10-28,-24292.92
CLM-10648,2022-06-02,2022-07-31,2022-10-24,47648.07
CLM-10208,2021-07-08,2021-08-11,2021-10-27,22098.92
CLM-10276,2022-06-03,2022-08-28,2023-07-02,79352.61
CLM-10416,2022-03-28,,2022-11-18,18029.02
CLM-10665,2020-10-22,2020-12-05,2021-04-02,28215.64
CLM-10799,2021-09-10,2021-11-30,2022-03-12,29795.8
CLM-10628,2024-06-01,2024-07-05,2024-09-06,21370.36
CLM-10222,2024-01-06,2024-04-01,2024-06-01,6813.99
CLM-10306,2024-08-02,2024-08-05,2025-04-27,16586.38
CLM-10365,2021-08-01,2021-08-17,2022-02-14,75537.36
CLM-10760,2024-07-12,2024-09-21,2025-04-07,42795.29
CLM-10753,2022-06-29,2022-08-01,2022-09-29,2628.28
CLM-10093,2020-09-30,2020-11-18,2021-09-06,3780.55
CLM-10476,2023-05-24,2023-07-26,2023-10-02,-3215.93
CLM-10091,2022-03-03,2022-05-07,2023-03-29,10044.22
CLM-10146,2020-09-10,2020-11-21,2021-08-07,52357.58
CLM-10328,2024-10-02,2024-11-16,2025-05-18,-12481.08
CLM-10183,2024-10-14,2024-10-22,2025-05-05,9819.07
CLM-10146,2020-09-10,2020-11-21,2022-02-26,10043.77
CLM-10164,2023-05-27,2023-06-08,2024-09-07,6543.79
CLM-10682,2022-11-29,2023-01-04,2023-12-26,37770.62
CLM-10232,2021-09-05,2021-09-10,2022-04-24,-5047.7
CLM-10458,2022-10-02,2022-10-24,2023-04-22,51484.53
CLM-10340,2023-08-25,2023-10-07,2023-11-30,-9418.94
CLM-10139,2024-01-29,2024-02-27,2025-01-16,29088.88
CLM-10506,2022-02-14,2022-03-24,2022-12-31,18211.81
CLM-10093,2020-09-30,2020-11-18,2021-11-14,-2393.02
CLM-10720,2023-01-28,2023-03-11,2023-07-30,79043.15
CLM-10067,2021-04-24,2021-05-11,2022-05-15,16760.59
CLM-10268,2023-11-02,2023-12-19,2025-03-03,19330.59
CLM-10300,2024-08-17,2024-10-02,2025-04-10,-1950.73
CLM-10027,2021-06-20,2021-08-27,2022-03-12,2910.27
CLM-10787,2022-05-27,,2023-09-21,72576.25
CLM-10175,2021-11-06,2021-11-19,2022-07-10,54702.04
CLM-10029,2021-03-21,2021-03-31,2021-06-04,77426.78
CLM-10074,2022-05-14,2022-06-22,2022-11-15,14981.7
CLM-10545,2022-06-02,2022-07-17,2023-02-21,13023.19
CLM-10504,2024-10-03,2024-11-13,2024-12-20,-15531.6
